,path,int_nr_COTS,annotations,kfold
25,../input/train_images/video_0/25.jpg,1,"[{'x': 529, 'y': 200, 'width': 61, 'height': 50}]",1.0
26,../input/train_images/video_0/26.jpg,1,"[{'x': 525, 'y': 196, 'width': 63, 'height': 51}]",2.0
27,../input/train_images/video_0/27.jpg,1,"[{'x': 522, 'y': 191, 'width': 64, 'height': 52}]",2.0
28,../input/train_images/video_0/28.jpg,1,"[{'x': 519, 'y': 187, 'width': 66, 'height': 52}]",2.0
29,../input/train_images/video_0/29.jpg,1,"[{'x': 519, 'y': 181, 'width': 68, 'height': 53}]",2.0
30,../input/train_images/video_0/30.jpg,1,"[{'x': 518, 'y': 176, 'width': 69, 'height': 54}]",2.0
31,../input/train_images/video_0/31.jpg,1,"[{'x': 518, 'y': 171, 'width': 71, 'height': 55}]",3.0
32,../input/train_images/video_0/32.jpg,1,"[{'x': 518, 'y': 165, 'width': 73, 'height': 56}]",3.0
33,../input/train_images/video_0/33.jpg,1,"[{'x': 519, 'y': 160, 'width': 74, 'height': 58}]",3.0
34,../input/train_images/video_0/34.jpg,1,"[{'x': 519, 'y': 155, 'width': 76, 'height': 60}]",3.0
35,../input/train_images/video_0/35.jpg,2,"[{'x': 520, 'y': 151, 'width': 78, 'height': 62}, {'x': 598, 'y': 204, 'width': 58, 'height': 32}]",0.0
36,../input/train_images/video_0/36.jpg,2,"[{'x': 520, 'y': 148, 'width': 80, 'height': 63}, {'x': 598, 'y': 206, 'width': 61, 'height': 34}]",0.0
37,../input/train_images/video_0/37.jpg,2,"[{'x': 521, 'y': 144, 'width': 82, 'height': 65}, {'x': 599, 'y': 208, 'width': 64, 'height': 36}]",1.0
38,../input/train_images/video_0/38.jpg,2,"[{'x': 522, 'y': 141, 'width': 83, 'height': 67}, {'x': 599, 'y': 209, 'width': 66, 'height': 38}]",1.0
39,../input/train_images/video_0/39.jpg,2,"[{'x': 521, 'y': 139, 'width': 85, 'height': 69}, {'x': 599, 'y': 211, 'width': 69, 'height': 40}]",2.0
40,../input/train_images/video_0/40.jpg,2,"[{'x': 521, 'y': 138, 'width': 87, 'height': 71}, {'x': 599, 'y': 213, 'width': 72, 'height': 42}]",2.0
41,../input/train_images/video_0/41.jpg,2,"[{'x': 521, 'y': 138, 'width': 89, 'height': 73}, {'x': 602, 'y': 219, 'width': 72, 'height': 42}]",3.0
42,../input/train_images/video_0/42.jpg,2,"[{'x': 521, 'y': 139, 'width': 91, 'height': 74}, {'x': 604, 'y': 226, 'width': 72, 'height': 42}]",3.0
43,../input/train_images/video_0/43.jpg,2,"[{'x': 523, 'y': 134, 'width': 92, 'height': 77}, {'x': 607, 'y': 232, 'width': 72, 'height': 42}]",4.0
44,../input/train_images/video_0/44.jpg,2,"[{'x': 524, 'y': 139, 'width': 94, 'height': 80}, {'x': 609, 'y': 238, 'width': 72, 'height': 42}]",4.0
45,../input/train_images/video_0/45.jpg,2,"[{'x': 525, 'y': 145, 'width': 96, 'height': 83}, {'x': 613, 'y': 253, 'width': 72, 'height': 43}]",5.0
46,../input/train_images/video_0/46.jpg,2,"[{'x': 527, 'y': 150, 'width': 98, 'height': 86}, {'x': 616, 'y': 267, 'width': 72, 'height': 44}]",5.0
47,../input/train_images/video_0/47.jpg,2,"[{'x': 530, 'y': 162, 'width': 100, 'height': 89}, {'x': 620, 'y': 282, 'width': 72, 'height': 44}]",6.0
48,../input/train_images/video_0/48.jpg,2,"[{'x': 534, 'y': 174, 'width': 101, 'height': 92}, {'x': 618, 'y': 304, 'width': 95, 'height': 56}]",6.0
49,../input/train_images/video_0/49.jpg,2,"[{'x': 537, 'y': 186, 'width': 103, 'height': 95}, {'x': 624, 'y': 324, 'width': 95, 'height': 56}]",7.0
50,../input/train_images/video_0/50.jpg,2,"[{'x': 539, 'y': 205, 'width': 105, 'height': 98}, {'x': 630, 'y': 351, 'width': 95, 'height': 56}]",7.0
51,../input/train_images/video_0/51.jpg,2,"[{'x': 541, 'y': 224, 'width': 107, 'height': 101}, {'x': 636, 'y': 377, 'width': 95, 'height': 56}]",8.0
52,../input/train_images/video_0/52.jpg,2,"[{'x': 543, 'y': 244, 'width': 109, 'height': 104}, {'x': 642, 'y': 403, 'width': 95, 'height': 56}]",8.0
53,../input/train_images/video_0/53.jpg,2,"[{'x': 540, 'y': 258, 'width': 110, 'height': 104}, {'x': 649, 'y': 431, 'width': 95, 'height': 56}]",9.0
54,../input/train_images/video_0/54.jpg,2,"[{'x': 540, 'y': 284, 'width': 112, 'height': 105}, {'x': 653, 'y': 466, 'width': 95, 'height': 56}]",9.0
55,../input/train_images/video_0/55.jpg,2,"[{'x': 540, 'y': 310, 'width': 113, 'height': 105}, {'x': 657, 'y': 501, 'width': 95, 'height': 56}]",10.0
56,../input/train_images/video_0/56.jpg,2,"[{'x': 540, 'y': 336, 'width': 115, 'height': 105}, {'x': 659, 'y': 534, 'width': 98, 'height': 67}]",10.0
57,../input/train_images/video_0/57.jpg,2,"[{'x': 539, 'y': 362, 'width': 116, 'height': 106}, {'x': 662, 'y': 566, 'width': 101, 'height': 78}]",11.0
58,../input/train_images/video_0/58.jpg,2,"[{'x': 539, 'y': 388, 'width': 118, 'height': 106}, {'x': 666, 'y': 607, 'width': 101, 'height': 78}]",11.0
59,../input/train_images/video_0/59.jpg,2,"[{'x': 539, 'y': 414, 'width': 119, 'height': 106}, {'x': 671, 'y': 652, 'width': 101, 'height': 67}]",12.0
60,../input/train_images/video_0/60.jpg,1,"[{'x': 535, 'y': 444, 'width': 127, 'height': 113}]",3.0
61,../input/train_images/video_0/61.jpg,1,"[{'x': 532, 'y': 474, 'width': 134, 'height': 119}]",4.0
62,../input/train_images/video_0/62.jpg,1,"[{'x': 528, 'y': 505, 'width': 141, 'height': 126}]",4.0
63,../input/train_images/video_0/63.jpg,1,"[{'x': 525, 'y': 538, 'width': 141, 'height': 126}]",4.0
64,../input/train_images/video_0/64.jpg,2,"[{'x': 458, 'y': 16, 'width': 57, 'height': 57}, {'x': 522, 'y': 572, 'width': 141, 'height': 126}]",12.0
65,../input/train_images/video_0/65.jpg,2,"[{'x': 455, 'y': 35, 'width': 57, 'height': 57}, {'x': 510, 'y': 615, 'width': 141, 'height': 104}]",13.0
66,../input/train_images/video_0/66.jpg,2,"[{'x': 451, 'y': 53, 'width': 57, 'height': 57}, {'x': 504, 'y': 659, 'width': 141, 'height': 60}]",13.0
67,../input/train_images/video_0/67.jpg,1,"[{'x': 448, 'y': 72, 'width': 57, 'height': 57}]",4.0
68,../input/train_images/video_0/68.jpg,1,"[{'x': 445, 'y': 90, 'width': 57, 'height': 57}]",4.0
69,../input/train_images/video_0/69.jpg,1,"[{'x': 442, 'y': 109, 'width': 57, 'height': 57}]",5.0
70,../input/train_images/video_0/70.jpg,1,"[{'x': 439, 'y': 127, 'width': 57, 'height': 57}]",5.0
71,../input/train_images/video_0/71.jpg,1,"[{'x': 435, 'y': 145, 'width': 57, 'height': 57}]",5.0
72,../input/train_images/video_0/72.jpg,1,"[{'x': 432, 'y': 164, 'width': 57, 'height': 57}]",5.0
73,../input/train_images/video_0/73.jpg,1,"[{'x': 429, 'y': 182, 'width': 57, 'height': 57}]",5.0
74,../input/train_images/video_0/74.jpg,1,"[{'x': 426, 'y': 201, 'width': 57, 'height': 57}]",6.0
75,../input/train_images/video_0/75.jpg,1,"[{'x': 421, 'y': 217, 'width': 59, 'height': 58}]",6.0
76,../input/train_images/video_0/76.jpg,1,"[{'x': 416, 'y': 234, 'width': 61, 'height': 59}]",6.0
77,../input/train_images/video_0/77.jpg,1,"[{'x': 411, 'y': 250, 'width': 62, 'height': 60}]",6.0
78,../input/train_images/video_0/78.jpg,1,"[{'x': 406, 'y': 267, 'width': 64, 'height': 62}]",6.0
79,../input/train_images/video_0/79.jpg,1,"[{'x': 401, 'y': 283, 'width': 66, 'height': 63}]",7.0
80,../input/train_images/video_0/80.jpg,1,"[{'x': 395, 'y': 300, 'width': 68, 'height': 64}]",7.0
81,../input/train_images/video_0/81.jpg,1,"[{'x': 390, 'y': 316, 'width': 70, 'height': 65}]",7.0
82,../input/train_images/video_0/82.jpg,1,"[{'x': 385, 'y': 333, 'width': 71, 'height': 66}]",7.0
83,../input/train_images/video_0/83.jpg,1,"[{'x': 380, 'y': 349, 'width': 73, 'height': 68}]",7.0
84,../input/train_images/video_0/84.jpg,1,"[{'x': 375, 'y': 366, 'width': 75, 'height': 69}]",8.0
85,../input/train_images/video_0/85.jpg,1,"[{'x': 369, 'y': 381, 'width': 77, 'height': 70}]",8.0
86,../input/train_images/video_0/86.jpg,1,"[{'x': 363, 'y': 397, 'width': 79, 'height': 71}]",8.0
87,../input/train_images/video_0/87.jpg,1,"[{'x': 357, 'y': 413, 'width': 81, 'height': 72}]",8.0
88,../input/train_images/video_0/88.jpg,1,"[{'x': 351, 'y': 429, 'width': 83, 'height': 73}]",8.0
89,../input/train_images/video_0/89.jpg,1,"[{'x': 345, 'y': 444, 'width': 85, 'height': 74}]",9.0
90,../input/train_images/video_0/90.jpg,1,"[{'x': 339, 'y': 460, 'width': 86, 'height': 75}]",9.0
91,../input/train_images/video_0/91.jpg,1,"[{'x': 333, 'y': 476, 'width': 88, 'height': 76}]",9.0
92,../input/train_images/video_0/92.jpg,1,"[{'x': 328, 'y': 492, 'width': 90, 'height': 77}]",9.0
93,../input/train_images/video_0/93.jpg,1,"[{'x': 322, 'y': 507, 'width': 92, 'height': 78}]",9.0
94,../input/train_images/video_0/94.jpg,1,"[{'x': 316, 'y': 523, 'width': 94, 'height': 79}]",10.0
95,../input/train_images/video_0/95.jpg,1,"[{'x': 308, 'y': 540, 'width': 100, 'height': 81}]",10.0
96,../input/train_images/video_0/96.jpg,1,"[{'x': 301, 'y': 556, 'width': 105, 'height': 83}]",10.0
97,../input/train_images/video_0/97.jpg,1,"[{'x': 294, 'y': 572, 'width': 111, 'height': 86}]",10.0
98,../input/train_images/video_0/98.jpg,1,"[{'x': 287, 'y': 589, 'width': 116, 'height': 88}]",10.0
99,../input/train_images/video_0/99.jpg,1,"[{'x': 282, 'y': 606, 'width': 116, 'height': 88}]",11.0
100,../input/train_images/video_0/100.jpg,1,"[{'x': 276, 'y': 631, 'width': 116, 'height': 88}]",11.0
101,../input/train_images/video_0/101.jpg,2,"[{'x': 266, 'y': 659, 'width': 116, 'height': 60}, {'x': 640, 'y': 52, 'width': 22, 'height': 20}]",14.0
102,../input/train_images/video_0/102.jpg,2,"[{'x': 263, 'y': 680, 'width': 116, 'height': 39}, {'x': 640, 'y': 50, 'width': 22, 'height': 20}]",14.0
103,../input/train_images/video_0/103.jpg,1,"[{'x': 642, 'y': 49, 'width': 20, 'height': 21}]",11.0
104,../input/train_images/video_0/104.jpg,1,"[{'x': 642, 'y': 46, 'width': 22, 'height': 22}]",11.0
105,../input/train_images/video_0/105.jpg,1,"[{'x': 642, 'y': 43, 'width': 20, 'height': 22}]",11.0
106,../input/train_images/video_0/106.jpg,1,"[{'x': 644, 'y': 39, 'width': 20, 'height': 22}]",12.0
107,../input/train_images/video_0/107.jpg,1,"[{'x': 645, 'y': 35, 'width': 21, 'height': 22}]",12.0
108,../input/train_images/video_0/108.jpg,1,"[{'x': 646, 'y': 32, 'width': 21, 'height': 23}]",12.0
109,../input/train_images/video_0/109.jpg,1,"[{'x': 647, 'y': 28, 'width': 22, 'height': 23}]",12.0
110,../input/train_images/video_0/110.jpg,1,"[{'x': 648, 'y': 25, 'width': 22, 'height': 24}]",12.0
111,../input/train_images/video_0/111.jpg,1,"[{'x': 649, 'y': 22, 'width': 23, 'height': 24}]",13.0
112,../input/train_images/video_0/112.jpg,1,"[{'x': 650, 'y': 18, 'width': 23, 'height': 25}]",13.0
113,../input/train_images/video_0/113.jpg,1,"[{'x': 651, 'y': 15, 'width': 24, 'height': 25}]",13.0
114,../input/train_images/video_0/114.jpg,1,"[{'x': 652, 'y': 11, 'width': 24, 'height': 26}]",13.0
115,../input/train_images/video_0/115.jpg,1,"[{'x': 653, 'y': 8, 'width': 25, 'height': 26}]",13.0
116,../input/train_images/video_0/116.jpg,1,"[{'x': 654, 'y': 4, 'width': 26, 'height': 27}]",14.0
117,../input/train_images/video_0/117.jpg,1,"[{'x': 655, 'y': 3, 'width': 26, 'height': 27}]",14.0
118,../input/train_images/video_0/118.jpg,1,"[{'x': 654, 'y': 2, 'width': 29, 'height': 30}]",14.0
119,../input/train_images/video_0/119.jpg,1,"[{'x': 655, 'y': 2, 'width': 29, 'height': 30}]",14.0
120,../input/train_images/video_0/120.jpg,1,"[{'x': 656, 'y': 2, 'width': 29, 'height': 30}]",14.0
121,../input/train_images/video_0/121.jpg,1,"[{'x': 658, 'y': 3, 'width': 29, 'height': 30}]",15.0
122,../input/train_images/video_0/122.jpg,1,"[{'x': 659, 'y': 3, 'width': 29, 'height': 30}]",15.0
123,../input/train_images/video_0/123.jpg,1,"[{'x': 660, 'y': 3, 'width': 29, 'height': 30}]",15.0
124,../input/train_images/video_0/124.jpg,1,"[{'x': 661, 'y': 4, 'width': 29, 'height': 30}]",15.0
125,../input/train_images/video_0/125.jpg,1,"[{'x': 662, 'y': 4, 'width': 29, 'height': 30}]",15.0
126,../input/train_images/video_0/126.jpg,1,"[{'x': 663, 'y': 7, 'width': 29, 'height': 30}]",16.0
127,../input/train_images/video_0/127.jpg,1,"[{'x': 664, 'y': 9, 'width': 29, 'height': 30}]",16.0
128,../input/train_images/video_0/128.jpg,1,"[{'x': 664, 'y': 12, 'width': 29, 'height': 30}]",16.0
129,../input/train_images/video_0/129.jpg,1,"[{'x': 665, 'y': 15, 'width': 29, 'height': 30}]",16.0
130,../input/train_images/video_0/130.jpg,1,"[{'x': 666, 'y': 18, 'width': 30, 'height': 31}]",16.0
131,../input/train_images/video_0/131.jpg,1,"[{'x': 666, 'y': 24, 'width': 30, 'height': 32}]",17.0
132,../input/train_images/video_0/132.jpg,1,"[{'x': 665, 'y': 31, 'width': 31, 'height': 32}]",17.0
133,../input/train_images/video_0/133.jpg,1,"[{'x': 665, 'y': 38, 'width': 31, 'height': 33}]",17.0
134,../input/train_images/video_0/134.jpg,1,"[{'x': 666, 'y': 45, 'width': 32, 'height': 33}]",17.0
135,../input/train_images/video_0/135.jpg,1,"[{'x': 666, 'y': 51, 'width': 32, 'height': 34}]",17.0
136,../input/train_images/video_0/136.jpg,1,"[{'x': 666, 'y': 61, 'width': 33, 'height': 34}]",18.0
137,../input/train_images/video_0/137.jpg,1,"[{'x': 665, 'y': 71, 'width': 33, 'height': 35}]",18.0
138,../input/train_images/video_0/138.jpg,1,"[{'x': 664, 'y': 81, 'width': 33, 'height': 36}]",18.0
139,../input/train_images/video_0/139.jpg,1,"[{'x': 663, 'y': 89, 'width': 34, 'height': 36}]",18.0
140,../input/train_images/video_0/140.jpg,1,"[{'x': 662, 'y': 98, 'width': 35, 'height': 37}]",18.0
141,../input/train_images/video_0/141.jpg,1,"[{'x': 661, 'y': 106, 'width': 35, 'height': 38}]",19.0
142,../input/train_images/video_0/142.jpg,1,"[{'x': 660, 'y': 115, 'width': 36, 'height': 39}]",19.0
143,../input/train_images/video_0/143.jpg,1,"[{'x': 658, 'y': 123, 'width': 37, 'height': 40}]",19.0
144,../input/train_images/video_0/144.jpg,1,"[{'x': 656, 'y': 132, 'width': 37, 'height': 40}]",19.0
145,../input/train_images/video_0/145.jpg,1,"[{'x': 654, 'y': 141, 'width': 38, 'height': 41}]",19.0
146,../input/train_images/video_0/146.jpg,1,"[{'x': 652, 'y': 150, 'width': 39, 'height': 42}]",20.0
147,../input/train_images/video_0/147.jpg,1,"[{'x': 649, 'y': 158, 'width': 39, 'height': 43}]",20.0
148,../input/train_images/video_0/148.jpg,1,"[{'x': 648, 'y': 172, 'width': 40, 'height': 44}]",20.0
149,../input/train_images/video_0/149.jpg,1,"[{'x': 645, 'y': 182, 'width': 41, 'height': 45}]",20.0
150,../input/train_images/video_0/150.jpg,1,"[{'x': 642, 'y': 191, 'width': 42, 'height': 46}]",20.0
151,../input/train_images/video_0/151.jpg,1,"[{'x': 639, 'y': 204, 'width': 44, 'height': 47}]",21.0
152,../input/train_images/video_0/152.jpg,1,"[{'x': 636, 'y': 217, 'width': 45, 'height': 48}]",21.0
153,../input/train_images/video_0/153.jpg,1,"[{'x': 633, 'y': 230, 'width': 46, 'height': 49}]",21.0
154,../input/train_images/video_0/154.jpg,1,"[{'x': 630, 'y': 243, 'width': 47, 'height': 50}]",21.0
155,../input/train_images/video_0/155.jpg,1,"[{'x': 627, 'y': 256, 'width': 48, 'height': 52}]",21.0
156,../input/train_images/video_0/156.jpg,1,"[{'x': 624, 'y': 269, 'width': 49, 'height': 53}]",22.0
157,../input/train_images/video_0/157.jpg,1,"[{'x': 621, 'y': 282, 'width': 50, 'height': 54}]",22.0
158,../input/train_images/video_0/158.jpg,1,"[{'x': 618, 'y': 296, 'width': 52, 'height': 55}]",22.0
159,../input/train_images/video_0/159.jpg,1,"[{'x': 615, 'y': 310, 'width': 53, 'height': 55}]",22.0
160,../input/train_images/video_0/160.jpg,1,"[{'x': 612, 'y': 323, 'width': 53, 'height': 55}]",22.0
161,../input/train_images/video_0/161.jpg,1,"[{'x': 609, 'y': 337, 'width': 54, 'height': 56}]",23.0
162,../input/train_images/video_0/162.jpg,1,"[{'x': 606, 'y': 351, 'width': 55, 'height': 56}]",23.0
163,../input/train_images/video_0/163.jpg,1,"[{'x': 602, 'y': 365, 'width': 56, 'height': 56}]",23.0
164,../input/train_images/video_0/164.jpg,1,"[{'x': 599, 'y': 379, 'width': 57, 'height': 59}]",23.0
165,../input/train_images/video_0/165.jpg,1,"[{'x': 596, 'y': 393, 'width': 58, 'height': 62}]",23.0
166,../input/train_images/video_0/166.jpg,1,"[{'x': 593, 'y': 407, 'width': 59, 'height': 65}]",24.0
167,../input/train_images/video_0/167.jpg,1,"[{'x': 590, 'y': 420, 'width': 60, 'height': 67}]",24.0
168,../input/train_images/video_0/168.jpg,1,"[{'x': 587, 'y': 434, 'width': 61, 'height': 70}]",24.0
169,../input/train_images/video_0/169.jpg,1,"[{'x': 583, 'y': 454, 'width': 62, 'height': 69}]",24.0
170,../input/train_images/video_0/170.jpg,1,"[{'x': 579, 'y': 474, 'width': 63, 'height': 69}]",24.0
171,../input/train_images/video_0/171.jpg,1,"[{'x': 576, 'y': 494, 'width': 64, 'height': 68}]",25.0
172,../input/train_images/video_0/172.jpg,1,"[{'x': 572, 'y': 514, 'width': 65, 'height': 67}]",25.0
173,../input/train_images/video_0/173.jpg,1,"[{'x': 568, 'y': 534, 'width': 66, 'height': 70}]",25.0
174,../input/train_images/video_0/174.jpg,1,"[{'x': 564, 'y': 554, 'width': 67, 'height': 73}]",25.0
175,../input/train_images/video_0/175.jpg,1,"[{'x': 561, 'y': 574, 'width': 68, 'height': 76}]",25.0
176,../input/train_images/video_0/176.jpg,1,"[{'x': 557, 'y': 594, 'width': 68, 'height': 79}]",26.0
177,../input/train_images/video_0/177.jpg,1,"[{'x': 553, 'y': 615, 'width': 69, 'height': 82}]",26.0
178,../input/train_images/video_0/178.jpg,1,"[{'x': 549, 'y': 635, 'width': 70, 'height': 84}]",26.0
179,../input/train_images/video_0/179.jpg,1,"[{'x': 548, 'y': 664, 'width': 70, 'height': 55}]",26.0
180,../input/train_images/video_0/180.jpg,0,[],0.0
181,../input/train_images/video_0/181.jpg,0,[],0.0
182,../input/train_images/video_0/182.jpg,0,[],0.0
183,../input/train_images/video_0/183.jpg,0,[],0.0
184,../input/train_images/video_0/184.jpg,0,[],0.0
185,../input/train_images/video_0/185.jpg,0,[],0.0
186,../input/train_images/video_0/186.jpg,0,[],0.0
187,../input/train_images/video_0/187.jpg,0,[],0.0
188,../input/train_images/video_0/188.jpg,0,[],0.0
189,../input/train_images/video_0/189.jpg,0,[],0.0
190,../input/train_images/video_0/190.jpg,0,[],0.0
191,../input/train_images/video_0/191.jpg,0,[],0.0
192,../input/train_images/video_0/192.jpg,0,[],0.0
193,../input/train_images/video_0/193.jpg,0,[],0.0
194,../input/train_images/video_0/194.jpg,0,[],0.0
195,../input/train_images/video_0/195.jpg,0,[],0.0
196,../input/train_images/video_0/196.jpg,0,[],0.0
197,../input/train_images/video_0/197.jpg,0,[],0.0
198,../input/train_images/video_0/198.jpg,0,[],0.0
199,../input/train_images/video_0/199.jpg,0,[],0.0
200,../input/train_images/video_0/200.jpg,0,[],0.0
201,../input/train_images/video_0/201.jpg,0,[],0.0
202,../input/train_images/video_0/202.jpg,0,[],1.0
203,../input/train_images/video_0/203.jpg,0,[],1.0
204,../input/train_images/video_0/204.jpg,0,[],1.0
205,../input/train_images/video_0/205.jpg,0,[],1.0
206,../input/train_images/video_0/206.jpg,0,[],1.0
207,../input/train_images/video_0/207.jpg,0,[],1.0
208,../input/train_images/video_0/208.jpg,0,[],1.0
209,../input/train_images/video_0/209.jpg,0,[],1.0
210,../input/train_images/video_0/210.jpg,0,[],1.0
211,../input/train_images/video_0/211.jpg,0,[],1.0
212,../input/train_images/video_0/212.jpg,0,[],1.0
213,../input/train_images/video_0/213.jpg,0,[],1.0
214,../input/train_images/video_0/214.jpg,0,[],1.0
215,../input/train_images/video_0/215.jpg,0,[],1.0
216,../input/train_images/video_0/216.jpg,0,[],1.0
217,../input/train_images/video_0/217.jpg,0,[],1.0
218,../input/train_images/video_0/218.jpg,0,[],1.0
219,../input/train_images/video_0/219.jpg,0,[],1.0
220,../input/train_images/video_0/220.jpg,0,[],1.0
221,../input/train_images/video_0/221.jpg,0,[],1.0
222,../input/train_images/video_0/222.jpg,0,[],1.0
223,../input/train_images/video_0/223.jpg,0,[],1.0
224,../input/train_images/video_0/224.jpg,0,[],1.0
225,../input/train_images/video_0/225.jpg,0,[],1.0
226,../input/train_images/video_0/226.jpg,0,[],1.0
227,../input/train_images/video_0/227.jpg,0,[],1.0
228,../input/train_images/video_0/228.jpg,0,[],1.0
229,../input/train_images/video_0/229.jpg,0,[],1.0
230,../input/train_images/video_0/230.jpg,0,[],1.0
231,../input/train_images/video_0/231.jpg,0,[],1.0
232,../input/train_images/video_0/232.jpg,1,"[{'x': 838, 'y': 173, 'width': 29, 'height': 22}]",26.0
233,../input/train_images/video_0/233.jpg,1,"[{'x': 840, 'y': 178, 'width': 24, 'height': 23}]",27.0
234,../input/train_images/video_0/234.jpg,1,"[{'x': 840, 'y': 185, 'width': 28, 'height': 23}]",27.0
235,../input/train_images/video_0/235.jpg,1,"[{'x': 843, 'y': 190, 'width': 26, 'height': 23}]",27.0
236,../input/train_images/video_0/236.jpg,1,"[{'x': 845, 'y': 196, 'width': 26, 'height': 24}]",27.0
237,../input/train_images/video_0/237.jpg,1,"[{'x': 846, 'y': 202, 'width': 30, 'height': 26}]",27.0
238,../input/train_images/video_0/238.jpg,1,"[{'x': 850, 'y': 208, 'width': 25, 'height': 25}]",28.0
239,../input/train_images/video_0/239.jpg,1,"[{'x': 852, 'y': 213, 'width': 28, 'height': 28}]",28.0
240,../input/train_images/video_0/240.jpg,1,"[{'x': 855, 'y': 218, 'width': 29, 'height': 30}]",28.0
241,../input/train_images/video_0/241.jpg,1,"[{'x': 861, 'y': 227, 'width': 26, 'height': 23}]",28.0
242,../input/train_images/video_0/242.jpg,1,"[{'x': 865, 'y': 233, 'width': 26, 'height': 24}]",28.0
243,../input/train_images/video_0/243.jpg,1,"[{'x': 869, 'y': 240, 'width': 27, 'height': 24}]",29.0
244,../input/train_images/video_0/244.jpg,1,"[{'x': 873, 'y': 246, 'width': 27, 'height': 25}]",29.0
245,../input/train_images/video_0/245.jpg,1,"[{'x': 877, 'y': 252, 'width': 28, 'height': 25}]",29.0
246,../input/train_images/video_0/246.jpg,1,"[{'x': 881, 'y': 259, 'width': 28, 'height': 25}]",29.0
247,../input/train_images/video_0/247.jpg,1,"[{'x': 882, 'y': 263, 'width': 33, 'height': 30}]",29.0
248,../input/train_images/video_0/248.jpg,1,"[{'x': 884, 'y': 267, 'width': 37, 'height': 35}]",30.0
249,../input/train_images/video_0/249.jpg,1,"[{'x': 888, 'y': 273, 'width': 37, 'height': 35}]",30.0
250,../input/train_images/video_0/250.jpg,1,"[{'x': 893, 'y': 280, 'width': 37, 'height': 35}]",30.0
251,../input/train_images/video_0/251.jpg,1,"[{'x': 897, 'y': 286, 'width': 37, 'height': 35}]",30.0
252,../input/train_images/video_0/252.jpg,1,"[{'x': 901, 'y': 293, 'width': 37, 'height': 35}]",30.0
253,../input/train_images/video_0/253.jpg,1,"[{'x': 905, 'y': 299, 'width': 37, 'height': 35}]",31.0
254,../input/train_images/video_0/254.jpg,1,"[{'x': 910, 'y': 306, 'width': 37, 'height': 35}]",31.0
255,../input/train_images/video_0/255.jpg,1,"[{'x': 914, 'y': 312, 'width': 37, 'height': 35}]",31.0
256,../input/train_images/video_0/256.jpg,1,"[{'x': 920, 'y': 319, 'width': 37, 'height': 35}]",31.0
257,../input/train_images/video_0/257.jpg,1,"[{'x': 926, 'y': 326, 'width': 37, 'height': 35}]",31.0
258,../input/train_images/video_0/258.jpg,1,"[{'x': 933, 'y': 333, 'width': 37, 'height': 35}]",32.0
259,../input/train_images/video_0/259.jpg,1,"[{'x': 939, 'y': 341, 'width': 37, 'height': 36}]",32.0
260,../input/train_images/video_0/260.jpg,1,"[{'x': 945, 'y': 349, 'width': 38, 'height': 36}]",32.0
261,../input/train_images/video_0/261.jpg,1,"[{'x': 951, 'y': 357, 'width': 38, 'height': 37}]",32.0
262,../input/train_images/video_0/262.jpg,1,"[{'x': 957, 'y': 364, 'width': 38, 'height': 37}]",32.0
263,../input/train_images/video_0/263.jpg,1,"[{'x': 963, 'y': 372, 'width': 39, 'height': 38}]",33.0
264,../input/train_images/video_0/264.jpg,1,"[{'x': 969, 'y': 380, 'width': 39, 'height': 38}]",33.0
